rating,review_text,title,helpful_votes
4,Sound quality okay only but bass awesome 😎Touch control - superQuality - superPerformance - goodUse - comfortableFit - awesomeBattery life - good,Product review,0
4,Looks good. Easy to use. Value for money.,Good buy,0
4,I am very happy .🥴Noise Buds N1 Totaly Awesome 😎🤏,Buds N1 Pro Totaly Awesome,0
4,Ok ok,Display is very good,0
4,"Connect them to a cheap bluetooth transmitter for tv watching and you will be happy.Connects easily. Sound is good but battery doesnt last that long.  As an extra pair I use one earbud at a time and keep the other in the case, which it keeps getting charged.  A female voice warns if charge gets getting low or announces power off when the buds are out of range for a certain time.",Good,0
4,Awesome soung and good product quality,Good Earbuds in this price range,0
4,"The OnePlus Buds 3 offer an excellent blend of sound quality, comfort, and battery life. With active noise cancellation and an impressive sound profile, they provide a rich listening experience. The touch controls are intuitive, making it easy to manage playback and calls. The design is sleek and fits securely, perfect for extended wear. With good connectivity and a reliable battery, these earbuds are a great choice for anyone seeking quality audio on the go.",Excellent...,0
4,"Sound is good. Need to battery backup optimize. touch control bad. Touch control needs improvement, tws Case looking good.",Touch control bad,0
4,Good Sound Quality,Good Quality,0
4,Sound quality super,Boult k10 is ok,0
4,nice product,nice,0
4,It can cause the pain in ear slightly,It's has low latency as per brand mentioned,0
4,Everything is good but anc sounds like 25db. Good for gaming have battery life and smooth touch control everything is awesome only anc is little bit small db of hearing,ANC 32db,0
4,Trust worthy product,Good product,0
4,Good to listen and great experience 😌 tiny box but effective sound I liked it very much and worth for the amount. Thank u,Amazing,0
4,Quality of the product is good battery is also good the bass is not like as the oneplusRealme buds have better bass than OnePlus buds 2r,For OnePlus buds 2r,0
4,"This is a great earbud, the sound quality is awesome, under Rs 2199, highly recommend for this product. These earbuds are best for music, movies, study and calling.Thank u 😊 Amazon fast delivered",OnePlus Nord buds 2 one week after use review,0
4,Very good product 👍,Very good sound.👍,0
4,Good sound quality.,Sound quality,0
4,Good @ this price range,Good,0
4,You can go for it,Worth to buy,0
4,"Value for money item , just go for it",Worth it,0
4,Its most special feature is that calling is good even while driving.Nice,Its most special feature is that calling is good even while driving.,0
4,I had a problem with my Bird. Within 3 months it is having charging problem.,Birds ki problem,0
4,Good working,Noise less,0
4,Good,Good,0
4,This product is have fast connectivity and good battery performance. But the nocie cancellation feature is not average. Better for music and games.,Considered product.....,0
4,Product with all features of an expensive models,Value for money,0
4,Good fast service and superb product,Superb premium quality sound and superb clarity sound,0
4,"Products design, durability and base  are very good 👍",Products review,0
4,Sound quality and experience is so amazing.,Nice product,0
4,The product was good,Good product,0
4,Small size  easy to carry,Very powerful,0
4,,Good in this price range,0
4,"Sound quality is really great, great for listening music but not for gaming due to sound delay it's easy to use mic quality is great i really like this product",Honest Review,0
4,The sound and controls defines the worth of buying,Good funtionality,0
4,This was a good buying. Quality & performance both are good.,Good Product.,0
4,This is one of the best buds I’ve used in sound quality although its comfort is not good but the battery and connectivity are best. I used boat earbuds but shifting to it didn’t took me a lot of time so I’ll give it a 4 star,Awesome product.,0
4,"sound quality not good as JBL but other issues are sorted in this product. like batery life, connectivity.",loved it.,0
4,I like everything about them expect I can't use the high res as my phone doesn't support LHDC I know quite the bummer.,Remember Most phone do not support LHDC so be carefully,0
4,"Worth the price, nd i got a good deal with my CC .",Good Product,0
4,Nice package by one plus building kawlity also nice,"Nice product bass kawlity, call kawlity very nice 👍",0
4,-1 star because it sometime act up strange but its rare it sometime auto disconnects and everything else is great sound is solid fitting is good battery it good its around 5-6 hours and it does get to 90-95 percentage in 10 min,I love it,0
4,"Pros -If there is budget constraint, if you require noise cancelation, then you can go for this. This one has longer battery life as well. Monthly i charge twice or thrice ( i use atleast 4-5 hours per day )Cons -Fitting in the ear, a bit loose for me, i keep adjusting it. Try to use suitable/sizable ear buds.",Worth it (honest review),0
4,Best in class. Insan 1000 review dekhta hai par use sirf ek achha sound chahiye jisse woh apne pasandida gano ko sunke akelapan door kar sake. Aur yeh earphone sabse best hai bass mein sound me har chiz main. Bas iska Jo cover hai uspe scratch jaldi aate hai,Realme never let you down,0
4,everything was good sound quality 10/10 baddie. just check the color before buying I personaly prefer taking black or that green and also in white color the case also gets dirty and scratches are also visible and they get to easily so check before buying thats !!,Check color before buying !,0
4,Quality of sound is very good. And battery backup is minimal of 6 days.,Sound quality,0
4,Comfortable and call quality is superb,Call quality,0
4,Sound 🔊 mast hai 👍 like pro.,Mast,0
4,,Good performance,0
4,Good 👍,Very good 👍,0
4,Good quality earbuds under 4k,Quality buds,0
4,Average ANC and Bass,Best Product,0
4,"I have brought it only 1199, on release offer , currently showing 1799, I have to say below 2500 segment its a very good product.ANC and tranparent mode work properly, sound is goodCalling experience very goodBackground noise easily cancle out.",Sound and feature,0
4,Overall a good product. But needs to improve a little bit on the noise cancellation.,B,0
4,"The sound quality, bass everything is very good. But battery life and the fitting in ear isn't that good, like i have to adjust it every 5 minutes.",Fitting is not that good,0
4,"The touch controls are sometimes annoying , other than that amazing earpods",Really worth for the price,0
4,"1hour use , but ear👂,😭😭😭pain, sound super, bass sound super exlent 😘😍😍😍🤩🥰 tq OnePlus 🥳😘","1hour use ,but ear👂 pain , sound is super ,bass exlent",0
4,"Overall good and ANC working better , touch controls,comfort",Good,0
4,"A wide range of features at a reasonable price range. Good audio, music and gaming mode with a decent ANC.",Awesome earbuds,0
4,Fine quality of the earpods,Good quality,0
4,This buds are outstanding 😃 sound clarity.Pictch clear bass and sound.Very satisfied,Excellent 👌 Bass with ANC,0
4,GOOD PRODUCT.I think Z2 ANC is also good but this buds 3 pro is more comfortable and easy to carry.,Review,0
4,Nice,Boot,0
4,Hinge is quite off quality,Hinge problem,0
4,ঠিক ঠাক। sound is ok as per price segment .,Nice,0
4,"Excellent microphone, superb battery backup, good enough noise cancellation. Touch controls on the device are a bit shaky.",Value for money,0
4,,"Very Good To Use And Attractive Product Too, Love It ❤",0
4,"Absolute thumps up...upgrade over nord buds2...though nord buds2 sound clearer and more lively than buds3 but buds 3 has extra customization options in hey melody app like hybrid anc (low, moderate, high, smart options), golden sound option to boost sound after hearing test and ear canal test, 3d surround sound (though very loud and applies only to 3d suppored apps and videos). In-ear detection is a plus. Overall great buds below 5k (i grabbed it around 4.5k).Sound:7/10, bass: 8/10, anc: 9/10, battery: 8/10, call quality: 8/10)",Great buds!!!,0
4,"The media could not be loaded.
                



nice product. keep it simple. gi for it as for as 4000 rs me mil rha hoo...",nice nd sexy buds,0
4,Very Good Comfortable to uses,Excellent,0
4,Sometimes my ears start paining,Good sound but uncomfortable,0
4,Nice product,Realme,0
4,"Anc is good but it will not give you full isolation of the world but it is decent.Sound quality is good , and let me tell u that base is too much if u are a bass lover but if u want clear vocals and treble u need to switch between other modesBy the way it's worth the price of they are coming under 2500","ANC 4/5 ,SOUND 4/5 , BATTERY 4.5/5",0
4,"Good product in this price range and almost no lag experience in gaming mode,good sound",Good product,0
4,Overall good,Voice quality during call is low,0
4,Nice performance and fast charging,Bast sound,0
4,Nice mic quality,Mic quality,0
4,Very good product,Noise,0
4,"{ Better not best } Good for regular use , not to loud but nice and this is genuine review i have use it for 1 week. Delivery is on time and package is in very good condition hope u find it useful . no bill was there so little bit worried",pTRON earphone,0
4,Thank you one plus for giving a genuine product🙏,Aswm bass,0
4,1st impression... Superb sound voice.... Crystal calls.. Light weight....  Good product... Bsttery need to see how much time it will go.. Wil will update soon..... Too much better than redmi buds.. I got it 4800 just..... Happy... Happy....,Impressive earbuds in all aspect,0
4,"Product is as expected in colour, quality. Happy to buy this...especially it's noise controlling.",Nice product,0
4,Call quality is low.. other than that everything is fine,Cons,0
4,Crystal clear sound and thumping bassJust go for it,Best in budget,0
4,"The media could not be loaded.
                



I like everything about it but Giving 4 star because i use iPhone 13 and Realme link Doesn’t have this Model in the app so i have to connect android to modify settings",Better in Budget,0
4,Sounds quality is Good. Good build quality.,Good Product,0
4,Best,Worth,0
4,It good product under this price range,Good product,0
4,Nice earbuds wuth good music and sound,Good,0
4,Really good product.. I'm buying product 1499 offer price that price really worth.. quality.. sound. Battery .. look.. everything fine,Nice product,0
4,Call quality is low... Noise cancellation is low,Noise N1 pro,0
4,Performance is best and one charge and use 3day noise wow 😲😲 bestAnd I am using for 3 weekAnd ease to fit with your ear 👂 on pain,Best noise,0
4,,OnePlus buds 3 nice product,0
4,Design and look is good but sound quality isn't that great,Sound quality ok ok,0
4,The product is good and audio quality is also good.,Good sound,0
4,Quality is 👍,Good one,0
4,"Yes, I like the product the design and sound quality is very good.",A good quality product,0
4,Great product sound is clear,Sound clearity,0
4,Liked. Good audio clarity. Good bass. Good product.,Good product,0
4,Battery🔋 is awesomeSound quality is goodBass is also good at this price range.....,Ptron earbuds,0
4,,Noise review,0
4,"Really good battery backup, 11 mm driver is sufficiently generates soothing sound not too loud not too low just perfect....ANC works just fine .. Game mode and music modes are okBut the transperant mode creates unnecessary noic...All in all great look and fitting and right choice in the prise segment ...",Value for mony,0
4,It's Really Good Product...Value For money...calling performance good Very Clear voice...,Best Product,0
4,More battery capacity and good noise cancellation. I like this product,Nice product and nice stylish,0
4,Battery charge only 2 days thats problam .,Nice sound quality,0
4,Not typical sturdy if one used airpod beforeBut sound quality niceNot much in department of noise cancellationBut overall value for money,My review,0
4,THE PRODUCT IS TOO PREMIUM BUT ITS FITTING IS LOW QUALITY AND NOICE CANCELLATION IS  TOO GOD IN THIS PRICE SEGMENT ANYONE COMPANY NOT PROVIDE LIKE THIS NOICE CANCELLATION AND HIGH VOLUME FEEL LOW BYT OVERALL PRODUCT IS FOR RECOMMENDED,PRODUCT IS GOOD,0
4,"This product is value for money in this price segment,ANC performance is good, Base balance also good..",Value for money,0
4,sound quality is good. nice user experience.,GOOD,0
4,iPhone is not app support,iPhone is not app support,0
4,"The media could not be loaded.
                



Battery life is good, sound is really good, In-ear fit is great, doesn't even hurt after long day of use.Active Noise Cancellation is average.For the price its great",Good enough for price,0
4,Sound quality is better. But not for gaming,BEST SOUND,0
4,Superb,It's amazing,0
4,Good,Boult ufo,0
4,Good product,Product is good,0
4,The clarity was great and the anc was able to remove the fan noise,Great earbuds with decent noise cancellation,0
4,Best Product,Best,0
4,Excellent build quality.,Earbuds,0
4,Nice sound and good bass some time connection issue but over all value for money 💰,Good quality,0
4,Sup product & good experience over all,Best in quality & delivery,0
4,Sound Quality is ok ok. Volume and bass is also in medium range.,Sound Experience is not so good.,0
4,Sound is good according to priceBut ear buds should be little more small to fit in ear,Good product,0
4,This Not For gaming  like bgmi,Gaming BGMI,0
4,"Sound is good, lacks comfort.",Cost Friendly Earpods,0
4,Been Using from one month everything seems good,Worth a price,0
4,My ear is very pain to after use this ear buds,Quality is good but in ear buds not to be comfortable in ear,0
4,"I bought this product on Amazon. Great product. Sound quality, design and battery is upto expectation. Really liked this product. It is surely value for money.",Crossbeat slide earbud,0
4,The battery life is good it’s very easy to use,It has a very good sound quality And anc,0
4,Nice,Buds,0
4,"Honestly, these earbuds are a great option! The sound is super clear, with nice bass, battery backup is good, ANC isn't that good.",Great product,0
4,Design-GoodCharging speed -GoodSize-SmallCall quality -GoodComfort-GoodEase of use -Very much,Very good as well as budget friendly,0
4,"The buds are very good, the sound is very good, it is the best, there is only one problem, the game sound in gaming mode comes late",Good,0
4,Valu of mony.. Goog prdect,Best bes and very light,0
4,"good bass, clear voice, charging also good.... best product in price range",best in price range,0
4,Best product,Best,0
4,Best but no volume control 😔Average at gaming purposeMic quality is bestBattery backup 😊,Buds 2r,0
4,Nice product with great music quality but battery backup is low and some issues with connectivity at the and it is good product,Buds,0
4,"The product quality is pretty good, with good sound and mic quality.",Pretty Good Sound and Quality,0
4,Sound good 👍Bass  to good 😊Clear voice ✅Need improvement of battery 🔋,Improve battery life,0
5,Worth it 😉 Best sound quality and base.Easy to handle and operate.U get a best sound on call as well.,Best earbuds ever use,0
5,I just have bought one plus ear bud 3 it's awesome with its sound quality ane very easy to pair and voice of call is very clear to hear and noise cancellation is very impressive and the end of my reviews i am very happy to but it,Awesome,0
5,"I had Jabra elite 4, bluetooth.The sound quality is better than that.Will post after usage of 1 month as well.",Music Clarity is awesome 💯,0
5,"Dear Amazon/ supplier  I am very to buy this Product from you it is very valuable for me and  enjoying every beat and moment which they bring in my life also the experience matters us for me and I am thrilled to share the review of this product this product have amazing battery life , Fully comfortable for my ears and perfect Connectivity, glorious design, easily fit for everyone and Mind-blowing Sound Clarity and Quality""Music is the universal language of mankind.""KEEP IT UP AMAZON/SUPPLIER","""Exceptional JBL 245NC Earbuds: Unmatched Comfort, Stunning Design, and Mind-Blowing Sound Quality!""",0
5,"These are my 2nd pair of Galaxy Buds 2 pro. They are so comfortable and easy tp use that you ger used to it pretty quickly. The noise canceling is great. Call quality is best, the other person can hear you properly even when you are in noisy environments. Sound wuality is good, not as good as the earpods. But its comparable for sure. I've tried apple air pods too. But they are very expensive and are only slightly better than these. Though I think samsung should add last location of buds which apple has and is super important. I lost just 1 bud and had to buy another.",Best among all earpods,0
5,Superb earbuds boult the colour and design looks so cool and noice and for calls is awesome superb bass great connectivity great hours time overall superb earuds,Superb earbuds,0
5,"Very loud and clear music, best noise cancellation, mic is working very fine, clear calling, best in this price segment",Best in budget and sound,0
5,I like it 😊,Feedback,0
5,"Review: Impressive Sound and Comfort at a Great Price!⭐⭐⭐⭐⭐I've been using the Noise N1 Pro headphones for a few weeks now, and they've genuinely exceeded my expectations, especially considering their affordable price. Here's my breakdown:Sound Quality:The audio clarity is fantastic with a well-balanced mix of bass, mids, and highs. The bass is punchy but not overpowering, which is great for someone like me who listens to a variety of music genres. While it doesn't offer top-tier noise-canceling like premium models, the noise isolation is decent enough in quieter environments, allowing for an immersive experience.Comfort & Fit:These are some of the most comfortable headphones I've used. The lightweight design and soft ear cups are a dream for long listening sessions. Even after wearing them for hours, I never experienced any discomfort or ear fatigue—a huge plus for me. They also fit snugly without being too tight.Battery Life:The battery life is where these really shine. I'm consistently getting around 60 hours of playback on a single charge. This makes them perfect for long trips or simply forgetting to charge them without worrying about running out of power.Design & Build:The design is sleek and minimalistic, with a foldable structure that makes them easy to carry around. While the headphones are primarily made of plastic, they feel sturdy and well-constructed, not cheap at all.Overall, if you're looking for high-quality headphones at a budget-friendly price, the Noise N1 Pro is a solid choice. Whether for everyday listening or extended use, they deliver in both sound and comfort!","Sound,Comfort,Connectivity",0
5,Really a worthy product and extremely super,Excellent,0
5,"Sound quality is very good and high performanceConnectivity is too fast2,3 moble connected in each timeBass ok",Perfect,0
5,"Best ear buds...Awesome sound quality,Best noise cancellation,Very good bass and clear audio while listening music....Must buy ... !",Awesome ... !,0
5,"The pTron earbuds are fantastic for everyday use. They sound great, fit comfortably, and have a long battery life. The Bluetooth connection is stable and Great value for the price!Highly Recommended 🫡",Premium Quality Earbuds,0
5,Too good to get lost !😀,Into the galaxy with noise cancellation!,0
5,"I've been using Ptron Bassbuds duo pro for a while now, and I have to say, they're impressive. The sound quality is crisp, with a good balance of bass and treble. The battery life is solid about 40 hours per charge.worth for the money",Ptron Bassbuds,0
5,Sound quality is good. Overall good performance,Good,0
5,Worth for money...,Vgood,0
5,"The functionality is very good , it's charging speed is good, it's a must buy product at this price range",Good quality,0
5,Well I know that I absolutely don't have to talk about the speakers of jbl earphones. They're just mind blowing. Battery really runs for a long time... Mic is also really good .... Worth the cost!!!! I repeat- WORTH THE COST!!!!!!!!,Worth buying and worth the cost 🤩🤩🤩🤩🤩,0
5,I like battery life and sound clarity.,Awesome buds,0
5,The product is not like a good product but it is not very sweet on other mobiles except samsung mobile and many options are closed.,Thanks to Samsung,0
5,Sound quality GoodRange goodBuild quality GoodAmazon Packaging goodEnc- okayThanks 🙏,All good 👍,0
5,"Nice design, good look.. comfortable to wear, working well...",Good product,0
5,"""I'm thoroughly impressed with my pTron Bassbuds! These earbuds have exceeded my expectations in every way. The sound quality is phenomenal, with deep bass and crisp treble. The fit is comfortable, and the design is sleek and stylish.Key Highlights:- Exceptional sound quality with deep bass- Long battery life (up to 12 hours)- Lightweight and ergonomic design- IPX4 water resistance- Affordable pricing",Exceptional Sound and Value !,0
5,"Functionality working fine.Volume amazing.Look and feel are good. And also, lightweight.",It’s so amazing - one plus buds3,0
5,Really amazing product in cost between 2500 to 3000. Good sound quality and ANC superb. Finally battery life good. Looks was casual.,Worth varma worth,0
5,Very good,Quality,0
5,Sound Quality💥Noise cancellation💯Super Product Worth for money,Realme air 6 Pro,0
5,Very good,5 Star,0
5,Best for durability and nice bass music must buy for under 700,Best,0
5,"Just buy it...You will love the product.Sound is outstanding.Features are top notch.Battery life is decent.If you have galaxy phone, a must buy...Right now (18/10/2024) priced at 7749..!!! + 10% Discount... Mind-blowing deal....",Just buy it .. ..,0
5,Sound quality and battery backup is very good especially noice cancelation is superb 👌,Worth Verma worth,0
5,Value for money,Excellent product,0
5,Wow🥰🥰🥰🥰🥰,Awesome 👍🏼🫰🏼,0
5,"These earbuds are best in this price range, be it calling experience or sound quality everything is best.",Best in the price range,0
5,This earbuds is awesome...it has best design too...also it has a good bass and sound...yes it's affordable...,Awesome,0
5,Affordable budgetTill now no issues from the date of purchaseEasy connectivityGood sound,Excellent,0
5,Its very comfort,Anc is very strong part of buds 2 pro,0
5,"The media could not be loaded.
                



Quality is good",Very good,0
5,This earbuds have best bass and sound quality i can say and perfect noice cancellation. The build quality is nice also at one charge it last longer many days....worth to purchase it has best performance,Best earbuds so far,0
5,It works well.....Quality is very goodBetter clarity of music,Bestest,0
5,Battery is great. Sound is great. Connectivity is great. Everthings great...so just buy it.,Just buy it. Its super reliable and worth the price.,0
5,Details - Great product…great sound quality,Just Wow,0
5,Music connectivity quality is much better compared to cost,Vfm,0
5,This is my first purchase of tws and completely satisfied by product,Very good lovely product,0
5,"I loved these earbuds, very good quality and colour too. Not only for normal use but I had crystal clear calling experience too. Too good 10/10 for me.",It’s a great choice.,0
5,"This is the best budget earbud under 700rsThe sound quality is great. The design is too much impressive & mainly bass ,sound quality good.Best buy in budget range earbuds",Good design,0
5,Earbuds are good in this price range with long battery support,Good sound quality,0
5,Very nice and comfortable. Looks  same as the picture shown.  Sound is amazing. Feels great after using it.,Satisfied,0
5,Overall a good earphones... Nothing to complain... A must buy for all one plus users,Great product,0
5,"The best anc in segment and the premiumness in this product is fascinating ,the texture too ,made with high quality materials",Anc mind blowing,0
5,I absolutely loved the sound qualityMusic sounds amazingSoooooo clear,Excellent audio quality,0
5,Good,Air buds,0
5,sound quality very nice,good,0
5,Go for it,"Noise cancelation was good working , sound & bass was Awesome",0
5,"Pros:1. They’re very lightweight, so it’s easy to carry them in your pocket.2. The rubber tips fit securely and feel comfortable in the ears.3. The sound is clear with a slight bass.4. The build quality is good for this price range.5. It’s good value for the money with decent performance.Cons:1. The mic works well, but not when you’re in a moving vehicle.2. Not suitable for those who prefer heavy bass.Overall, I think they’re a solid choice for the price, with a versatile design and good value.”",Good Sound quality,0
5,"Best Sound quality because before this I was using jbl tws115 .JBL Has maintained its Legacy,All over good for Music lover",Best Earbuds,0
5,These earbuds are so amazing. Built quality is so so good. Amazing sound quality and low latency. Overall way toooooo good.,Way too good,0
5,"It has insane sound quality, the highs, mids and lows are pretty much on point. Battery life is great for my usage, lasts upto 5 hours with anc on and 7 hours with anc off which is great. Design is something that I'm not really drawn to due to the matte finish but it doesn't really matter because of the product as a whole.My friends who use airpods 2nd gen pro say that it's better than theirs so I'd say it's great value for money as well.",PERFECT!,0
5,Noise Cancellation is top notch for the price at which the product is offered.Sound quality is maaddd!Five Star for the product from me!,Noise Cancellation is top notch for the price.,0
5,High' bass better noise cancellation,Jbl allway 5star,0
5,Nice product,manojkumarkatkar5@gmail.com,0
5,"Very lightweight, great looking budsComfortable to ears . Voice quality is balanced",Nice looking earbuds,0
5,Amazing experience in earbuds. Top notch. First impression. Under 5k. Definitely made for the perfect vibe matcher. It will be the one useful for crazy music lovers 💞,Made for sound lovers ❤️. And sound lovers.,0
5,"This TWS earbuds offer a fantastic listening experience with powerful bass and clear treble. Their long battery life, quick charging, and low latency make them perfect for music, gaming, and calls. The comfortable fit and IPX5 water resistance.",Sound charging comfortable,0
5,"This product is very good ate this range it consist very clear sound and loud base , Design  ka very impressive  it come with ptron led logo which looks very cool connectivity  is nice and it hold 32hour battery life it has 2 modes music and gaming and it gets fully charged in just 1 hour .",Base is very good,0
5,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:04Loaded: 75.08%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:04 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.


Best product for the price",Good product,0
5,"Smooth sound with perfect bass and sweet treble.Great battery quality.fantastic regulation through dedicated applicationOld songs can be listened to as revived audio for LDAC inclusionClear and enjoyable neutral music playing capacityGrips the ear so perfect that no other earbuds canANC is greatIn this price range with bank offer, no other IEM is so qualitative.10000000 times recommended.",Best wireless IEM with L-DAC,0
5,"Excellent sound quality, perfectly fits in ear.very good ANC and head tracking. Definition of premium.",Superb,0
5,"The Noise earbuds offer impressive sound qualitymaking them ideal for both music lovers and commuters. Their comfortable fit and decent battery life enhance the listening experience, though the touch controls can be a bit sensitive. Overall, a solid choice for affordable wireless earbuds.",Good Product,0
5,"It's give preminum look and the sound quality is top notch and connects quickly with all your devices, also the battery backup is great ....Really worth it",Sound Quality Top Notch,0
5,Excellent product with good sound quality and low latency. Can be useful for daily needs and gaming also.,Great audio experience,0
5,"The sound quality, the fit and finish, is very good but the noise cancelation blew me away it is almost at par with my Sony WH-1000XM4 which are 20k these are like 1/10 the price of the Sony's but are quite good. Although they may get uncomfortable after long hours of use",Excellent quality for price,0
5,"Sound quality at its top.Performance wise very good having no disturbance during call.Comfort to ear ,bass quality is very good.Comes with 1 year warranty.",Good product,0
5,The voice quality is very good and design of the product is good.Backup of buds is very good 💯.Colour is also good overall the product is very good...,Very good product 💯,0
5,Very nice sound quality. The product is sturdy and easy to use. The bass is good too. Battery backup is great,Very nice,0
5,Amazing sound quality and instead noise cancellation overall is good .,Amazing sound quality,0
5,"The media could not be loaded.
                



Superb bass and audio quality 10/10Battery 10/10",5star,0
5,"Nice product, you can say value for money. I have gifted it to a friend, it is working pretty well.",Nice product,0
5,,Return,0
5,Very good noise cancellation but base lovers will be disappointed with low base  volume,Good and nice,0
5,This product is a price worthy and have better build quality the sound quality is amazing.,About crossbeats slide,0
5,Design and Build Quality SolidSound Quality Super Duper. Very Deep Bass and Punchy. Best Cristal and Clear Sound.Noise Cancellation Best Option in this price.Battery backup okay.Overall Ratings 4.8/5,Amazing OnePlus Nord buds 3 Pro,0
5,Gd one,Good,0
5,Everything is superior functionality comfort design noise cancellation performance quality,Nice product,0
5,"Good quality 360  audio, Like the design, performance awesome,  sensible volume control with help of AI",Buds 2 pro review,0
5,Good fitANC pretty goodSound quality amazingReally good buy for me!! ☺️,Good Audio,0
5,"First time I use this company earbuds, I think this product is perfect example of good quality and fair price.I use since last 3-4 days for listening music and watching movies best sound quality and during calling no noise disturbance from outside.After 1 time charge 2-3 days for avg user.No branding on earbuds only on charging case having branding.Overall good quality earbuds in very affordable price go for it... thankyou",Best in this price,0
5,"pTron has consistently impressed with its budget-friendly audio solutions, and their TWS earbuds are no exception. These sleek and affordable earbuds offer a surprising level of performance that rivals much pricier options",pTron TWS: Punching Above Its Weight,0
5,I was hesitating because 8k was airpod price and it was on sell for 4 k.  But trust me sound quality and ANC is too good.  You can literally hear 3D sound with each beat clearity.  Also  my first charge lasted 14 days and i use moderately everyday.  So battery life seems awesome.  No regrets if you are getting it below 5 k.  Its worth it. And bass lovers are gonna blown away. You will have to decreae volume because its that powerful bass at full volume,Too Good,0
5,"The buds give quality sound and calling was also good. But at full volume, my ears hurt. Good to hear when sound is a little low from the full volume level.",Worth it,0
5,"The media could not be loaded.
                



Nice earbuds",All,0
5,"Very good for calls clear voice great mics I am using this for my professional call too.Noise cancelling is awesome just like magic all noise in your surrounding are just vanished off, like washing machine sound, cooler fan you will all appliances are totally silent wow","Very good for calls,",0
5,The TWS gives battery backup very good and color and looks premium. Sound is good and has noise cancelation.,Perfect,0
5,"Earbuds are designed to offer a balance of quality audio performance,long battery life,Battery life up to 50 hours of playback time and affordability.","Value for money, recommeded to buy",0
5,"Such an amazing experience with this boult earphones has good bass, quick connect, works for long hours. Totally loved it.",Boult classical earbuds,0
5,"The Boult Earbuds K10 is a budget-friendly true wireless earbuds that offers a great balance of sound quality, design, and features.",Good product,0
5,Noice cancellation is perfect. Performance is just looking like a wow vocals and base was also perfect. Looks was also good like a premium.durability is very nice clarity of this product are too much good im using this product for calling and listening songs and im veri happy after buy this airbuds,Base was awesome,0
5,Sound quality is too good !! Gonna recommend everyone to buy this one !!,Sound quality,0
5,"Comfortable fit. Good clarity of voice for calls. Well balanced speakers. Really long hours of listening.  Battery holds charge for more than a month when not using. For a 10 mm drum quality of sounds in high, low and mid frequencies are quite good.  Bass could have been a wee bit better.It's really excellent product for it's  price. I got it just for ₹ 699 under deal of the day. Highly affordable. Worth buy.",Very good product. Worth it's price.,0
5,Excellent Product,Good,0
5,"These earbuds are comfortable for long wear. The Sound Quality is very satisfying, with clear audio and deep bass. Battery is lasting throughout the day with great Pairing is quick and stable, with no connectivity issues.",Good product,0
5,Works great with iphone15. Once paired it gets connected quickly when you open the earbud box. Noise cancellation is also good for this price range. It cancels out surrounding noise easily.,Very good sound quality,0
5,1 no,Base,0
5,"Loved it, it's working great with latest oneplus phones, ANC & Transperency is super awesome, previously I was using OP buds z2, it's transperency and ANC didn't perform upto a mark, but this buds 3 is 🔥. The bass is way too good (can be customised). Another great feature is it's battery backup - Never thought a TWS from oneplus with these many features can give this much longer battery backup.",Its ❤️‍🔥,0
5,"Excellent bass, looks premium , noise cancellation is perfect.Quality is so nice.",Supervb Buds,0
5,Nice👍 product sond good quality 😊,Parimey qulati,0
5,It is a premium experience... Ohh my goooddd!!! I request everyone to give it a try if you have budget.,What an experience!,0
5,It's so good as it is branded by samsung noice cancellation is so good and battery backup is also so good 👍 you should definitely buy this worth of money 😀❤️,Liked this product very much 👌🏻,0
5,"I recently purchased the Boult BA K10 Blue Ice, and I couldn't be happier with its design! The sleek, modern aesthetics are truly eye-catching, with a stunning blue finish that stands out beautifully. The lightweight build ensures comfort, making it perfect for long listening sessions.The ergonomic shape fits snugly in the ears, providing not just a secure fit but also excellent noise isolation. The overall look is both stylish and practical, making it a great accessory for any outfit. Whether I’m at the gym or out for a walk, the BA K10 adds a touch of elegance to my day.If you're looking for a blend of functionality and style, the Boult BA K10 Blue Ice is definitely worth considering!",Value for money product.,0
5,•Good Sound and Bass Quality•Easy to use and battery backup is Good•Earbuds are comfortable to wear and design is osm,Worth Of Money,0
5,"3800/- ka liya ... Noise cancellation bhut acche se work krta h... Sab kuch bhut accha h... Build quality,  sound quality,  looks , finishing,  functions. .. Sab kuch bhut bhut accha hain.... m ye soch rha hu k Buds 3 itne acche h to Buds 3 pro kitne acche honge. ...",Very good,0
5,"Best quality sound. High quality. 👌 👌 👌👌👌👌🫶🫶🫶🫶 Thank you, Amazon. 🥰🥰",100% good  quality  tq samsung  😀😀😀😀😀,0
5,The buds quality is too goodWonderful sound and awesome battery backupCharging speed is niceIt is very useful overall best quality product....❤️,Soung quality,0
5,"The sound is definitely great and I have been using them very roughly ever since I bought them. I use it during cycling and have dropped them many times including with the case. They have even gone inside the washing machine once and withstood 1 complete wash cycle and came out with the clothes. The only issue after that has been that at times, during calls, my voice sounds distant to the other person but the music plays extremely well.Highly recommend this, go ahead and buy!",One of the toughest wireless Bluetooth headphones!,0
